stamp,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,n23,n24,n25,n26,n27,n28,n29,n30,n31,n32,n33,n34,n35,n36,n37,n38,n39,n40,n41,n42,n43,behavior
1153,0.0004437734375946412,-0.4099820743791878,-0.7597111734682701,-0.3935951463592701,-0.119509047884669,-0.4104334346674084,1.604371901586245,-1.745026468985252,-0.9105809554479257,-0.8229297753474422,-1.079314088880862,0.9652234696250346,-0.2856287693794743,-0.3438249421583667,1.107042350210129,0.3162474474483767,-0.1031058110608879,-0.6686556621817458,0.551487756312923,1.915742373371191,-0.5686624776082306,0.2758115595594237,-1.03427158859364,1.862048275937781,-0.927284228447667,-0.6869355810885663,0.8588909958972935,0.2311013520992978,-0.3380926652911838,-1.117748373249564,-1.010492507324061,-1.151589965479516,-0.6833011402654621,0.04299126303507521,-0.7251561984990076,-0.9922951765480315,0.924687894139776,-0.7341505446765106,-1.392904731851955,-1.051710686670632,-0.4216452538084172,-0.1515839339379701,0.1475487060175947,Open-arm-probe
1154,0.1825917016236473,-0.4466122084434654,-0.69599759980506,-0.4343328817332303,-0.1451017846515874,-0.4528584838701778,1.695008801462566,-1.693474652935607,-0.9301892660952963,-0.8411355375303081,-1.118470694267449,0.989418373028222,-0.2913223399890348,-0.3531638804528175,1.148159925858092,0.3023352166528619,-0.1458935474720951,-0.6405193217204318,0.5472879310332681,1.904097523445551,-0.6898666901147895,0.2548731519342521,-1.034708721687784,1.816066679102987,-0.9281626176756081,-0.6541237657544835,0.8427099616605681,0.1301454802279597,-0.4218053527916256,-1.072159259307704,-1.067130618236481,-1.083718242115777,-0.6747329272362886,-0.01894490689631675,-0.7786466516097308,-0.9809872773968427,0.8839387176178827,-0.7115637992031725,-1.310492987001586,-1.166587478924003,-0.6190524771472845,0.1629944246355806,0.4191733334527724,Open-arm-probe
1155,0.332841991716663,-0.5202008070647515,-0.6315013582614151,-0.4427058970057515,-0.1721671934119875,-0.4582147607768374,1.761710771150999,-1.630057455899346,-0.9642958338958655,-0.846182307569478,-1.186542902632789,1.021129969850952,-0.2560781591924223,-0.2898568562543422,1.216887400983377,0.2759974941681738,-0.2449630476824151,-0.6106261669636507,0.5267592322227692,1.878306152108826,-0.7827106361297774,0.2475057385883979,-1.01785121584192,1.750550393109788,-0.9339538129291899,-0.6282684104118181,0.8531496538412938,0.01823896617722767,-0.5162923952441723,-1.119738344644547,-1.124000405111204,-0.9910998688840488,-0.6692069765619765,-0.07597784145241697,-0.7768054524589424,-0.9602720864334914,0.8455327733618951,-0.7105689396307673,-1.187488664269226,-1.184563927875293,-0.7663797664894625,0.4521406379989731,0.6366204730489754,Open-arm-probe
1156,0.4138758426581262,-0.6099685598671987,-0.6025263046551477,-0.4331614830643182,-0.1859912078934843,-0.4325642249142145,1.78820946638042,-1.562186012209098,-0.9905486753096886,-0.8446656748129739,-1.25998226422258,1.056283533919211,-0.1793355438677257,-0.1844911978139389,1.320532881752002,0.2574972709214007,-0.3552076727491356,-0.5785235030188158,0.519036939896771,1.833253284052925,-0.8163886131432296,0.2554819168778715,-1.005346379420071,1.67522989579859,-0.9410789616802732,-0.6134640770080725,0.8927614389191862,-0.06995504157052672,-0.64408943779824,-1.235033485176509,-1.165789587695367,-0.9182526853375576,-0.7080822733805447,-0.1238733374823354,-0.7616359988620282,-0.9190026736130371,0.8057584234131474,-0.7324606965770515,-1.064444551800517,-1.131681549513935,-0.895243735867687,0.6854231318988285,0.7472680816001002,Open-arm-probe
1157,0.4171467914093038,-0.6911453917765824,-0.632651641298466,-0.4191999735416239,-0.178802000336832,-0.3906876740907176,1.77011245011581,-1.509422784151513,-0.9919400781945369,-0.8366397871023464,-1.315358760025759,1.08010748198762,-0.07111730132791551,-0.07639174988165669,1.446443225718829,0.2516988154993054,-0.4344079965642704,-0.5468864229821726,0.5441168259292987,1.772742190304084,-0.7790646162749741,0.2679112054449043,-1.012381642169027,1.598508616513071,-0.946519079481142,-0.6081035124355463,0.974856873832032,-0.1180404542512191,-0.7941366745721558,-1.362131617971631,-1.172576995777316,-0.893886841929686,-0.8088686526058314,-0.1625927321413496,-0.7861624186872844,-0.8621361099434838,0.7574265549923999,-0.7721669508167351,-0.9567906243242993,-1.032904828304987,-1.02171208813312,0.8383470298717574,0.7419123580706775,Open-arm-probe
1158,0.352480826961142,-0.7473749487666399,-0.7240657283366105,-0.4085360641357206,-0.1559619228737996,-0.350989337223684,1.716708042305672,-1.484208947857249,-0.9579551864146593,-0.816490493845857,-1.338213577607627,1.075020986087272,0.04637004411864489,0.006900732139165376,1.561628822635436,0.2521169926142463,-0.4600925585427417,-0.519617909524831,0.6038107515650935,1.707867998929848,-0.6894799483574828,0.270377236570641,-1.040644028399368,1.525072245260948,-0.9473166331162258,-0.6040984385822071,1.121483515754242,-0.1352107467112292,-0.9269577780100152,-1.442693652848784,-1.132830985691643,-0.9222558831062235,-0.9595276437194756,-0.1968593737007282,-0.8624260110628625,-0.8009085822679582,0.6934337113449462,-0.8262457632796762,-0.8659408240475583,-0.9174859994217098,-1.121859134170614,0.9063633656167307,0.6518744730708809,Open-arm
1159,0.2404320878527038,-0.7790358915923031,-0.8564490484299987,-0.4034678673602397,-0.1323489852892046,-0.3260365600620769,1.645689687330654,-1.472302563277919,-0.8862338540724648,-0.7806132308537451,-1.327460248674097,1.03246042960805,0.1500154493969191,0.05694364267568434,1.633460028839517,0.2469169273262973,-0.4383793856241088,-0.4942357781705179,0.680209098961127,1.652270289156136,-0.5894685443176246,0.2550717666626323,-1.077717832250149,1.456402168137084,-0.9403103207265912,-0.5886307987990627,1.348487153128458,-0.1434475064710494,-1.007516500103498,-1.452228795935305,-1.057295874759666,-0.991302496022795,-1.132724441260979,-0.2375914557034058,-0.9548694903199774,-0.7463839880712733,0.6110596906231246,-0.89064522182571,-0.7935344276537121,-0.8098972262071694,-1.155446566458666,0.910583507501034,0.526712898436309,Open-arm
1160,0.1080818098623565,-0.800657692775456,-0.9950057825685918,-0.4034437342789453,-0.1225947323000523,-0.3179102855301384,1.576838867444795,-1.437725670626538,-0.7869144010308826,-0.7353513639659577,-1.293893935094151,0.9562710037357883,0.226120520017857,0.07480801779010168,1.651576498617045,0.2243214664788989,-0.3950463960038741,-0.4614597449139735,0.7451556368176134,1.619459466096263,-0.5206404178438765,0.2236346300120624,-1.104924655178018,1.395170775857679,-0.9234387844341164,-0.5499095721283012,1.649203028921618,-0.1601196186110628,-1.034459032245168,-1.408997335382151,-0.9770779548445812,-1.08644873703875,-1.303809559115705,-0.2954124012957837,-1.019617285308543,-0.7106842071751149,0.5158486428680378,-0.9539331506544552,-0.7379457101940915,-0.7234387615884451,-1.116698260809577,0.8871325866349867,0.4085639111376059,Open-arm
1161,-0.01501929123019087,-0.8272693597735276,-1.107106880111025,-0.4065796184859384,-0.1329862635448624,-0.323041953952057,1.527517700475175,-1.354510708472678,-0.6834348899559386,-0.6970659312393618,-1.256174422957078,0.8592123214240585,0.2669778596204022,0.05935566973107857,1.630655440105636,0.1787841556531278,-0.3517306372233888,-0.4161120567118402,0.7747101293808347,1.619549785333572,-0.5026363723793534,0.1832420200051064,-1.108320478231501,1.347136834508756,-0.8987414793634774,-0.4835887150526435,1.992121431136027,-0.1905202731149863,-1.036004727691876,-1.349724398621629,-0.9240171284244015,-1.195339071551652,-1.455312625749956,-0.3677582504319995,-1.036282357775548,-0.7067829208505859,0.4244740748388156,-1.000151068797758,-0.6852174272833039,-0.6668303225499441,-1.046659639397006,0.8640989639824785,0.3179157199965379,Open-arm
1162,-0.09932631976875375,-0.8593396697385804,-1.178366994117947,-0.4117464315200474,-0.1594388152413995,-0.3384902234472572,1.507816949689005,-1.232740065092025,-0.6045157604361433,-0.6828174603410481,-1.237163778885517,0.7608500117095695,0.2616757859199927,0.005553356283275942,1.5952073329436,0.1150307356388974,-0.3115918636838243,-0.3674265030375655,0.7598073419223262,1.652737261463704,-0.526534133178088,0.1416812670516617,-1.085340420276362,1.317198525636704,-0.8726354851985155,-0.394180837328895,2.332699442772238,-0.2307762727306828,-1.041565514231009,-1.303924164236066,-0.9092821544664939,-1.30011235277532,-1.566469243578706,-0.4341736603470591,-1.007856613419982,-0.7421400311931478,0.3617100879572103,-1.02180187329977,-0.6174933736609243,-0.6511088509986221,-0.99278548833599,0.8427041583810454,0.2565008719073055,Open-arm-probe
1163,-0.1166593094278902,-0.8816177530695551,-1.215510391672109,-0.4221567450864964,-0.1921894398041202,-0.3624970255377791,1.515850367793102,-1.109568856448369,-0.5714556730938017,-0.699163871709613,-1.258458104465937,0.6849302572934741,0.1983983578776704,-0.08908732503251246,1.563550582339921,0.04527491383172143,-0.2694555305113415,-0.3355676515921066,0.7079634212780838,1.706274494947432,-0.5646007511118621,0.1064570982492699,-1.044802299598327,1.305742970493996,-0.8509783670359353,-0.2887656686153783,2.628824617765164,-0.2753086230979033,-1.063131066530711,-1.287074287889082,-0.9187737193214486,-1.371886574109028,-1.605125819377292,-0.4671589250188914,-0.953523814235104,-0.813438954777406,0.349794805990598,-1.025747263539321,-0.5359944076280424,-0.6859313450233696,-0.9722489634610708,0.8014388247253709,0.2196436228202436,Open-arm-probe
1164,-0.04631023739373089,-0.8802878517321294,-1.235539040161409,-0.4462161623992682,-0.2231236837107362,-0.3925508294439689,1.538274104425303,-1.01872573780693,-0.5896116161046395,-0.7368252254527509,-1.329701581281255,0.6491187765102632,0.07790612084624265,-0.2166914313094036,1.542980846956266,-0.01851373019071043,-0.2301331067460957,-0.3368505809482152,0.6372572467144444,1.759893612190395,-0.589048519767909,0.08675622281383516,-1.001792963605179,1.30889589201498,-0.8356985893413117,-0.1677053897237427,2.851806934538087,-0.3219651175450779,-1.100501149774702,-1.302290164379106,-0.9298654601539165,-1.383352500831887,-1.540034426066832,-0.4497795989225686,-0.905642630333423,-0.9075841387059178,0.3988117275399586,-1.022955563891959,-0.4702873325121601,-0.770004346921146,-0.977864570595764,0.7230773558574944,0.2076740454294018,Open-arm-probe
1165,0.1138151235494522,-0.8604885661971433,-1.253944237399262,-0.4925083347171296,-0.2492169480422926,-0.4256019481686148,1.557573959820256,-0.973223182892521,-0.6473366375781342,-0.7741779586308938,-1.436814000029257,0.6526204627846367,-0.07864552973130688,-0.3555445473251638,1.534136219076096,-0.07038257802052952,-0.2114655163729444,-0.3722067062768984,0.5672111097561371,1.794441310942459,-0.5887006591058069,0.09323032705062018,-0.969444235127932,1.318870672159527,-0.827514569519436,-0.02274201620589527,2.990043754071302,-0.3683029655719836,-1.152795257768274,-1.33919540476738,-0.9322479659494192,-1.33157455069431,-1.367363774472457,-0.3866458366999141,-0.8971187081703635,-1.00644205049219,0.5049816788834043,-1.016254219962224,-0.457132680040819,-0.8858386559106448,-0.9991190139498268,0.617146615140878,0.227601722692346,Open-arm
1166,0.3405783369941246,-0.842423497064743,-1.279646189405941,-0.5620717690823723,-0.270094203925983,-0.4598774142470639,1.561025483219148,-0.9707261294649308,-0.7212899947432728,-0.7887518634037667,-1.54246260785638,0.6762975879328396,-0.2361525440526019,-0.4751833770625181,1.537267892302047,-0.1105958989312182,-0.2321447239825447,-0.4286133935196545,0.5113459288898073,1.798831931161022,-0.5728556975196595,0.1328119107396803,-0.9522155881984541,1.324466487876516,-0.8286816836140389,0.1517066953208657,3.046375906143936,-0.4040902662947009,-1.21720034495488,-1.37595029162553,-0.9327005032137929,-1.243126476886869,-1.124927178350634,-0.302329961957253,-0.9421135644403261,-1.092606148571536,0.6517694512086829,-1.001968286659081,-0.5091806283628352,-1.00215905850035,-1.025709222819815,0.5144290023086258,0.2803609859712973,Middle-Zone
1167,0.5902717457006191,-0.8398898439940108,-1.314335237771181,-0.6448121923688744,-0.2844849682596158,-0.495440215247124,1.545575031804563,-1.003160047890786,-0.7866610981290961,-0.7691358082260582,-1.607650931151048,0.6968018763856153,-0.3579336780242934,-0.5487392730005595,1.554568558263956,-0.1422090155387981,-0.3004080520327209,-0.4893221963526475,0.4743227061520758,1.775236432570615,-0.5606630913292813,0.2027774219411935,-0.946458636585087,1.315590962788809,-0.839333351876903,0.3426524760635958,3.033554906279275,-0.4147277191668035,-1.27960798225989,-1.392641140852872,-0.9440547714130868,-1.150754930201584,-0.8792159897790115,-0.2281925943439292,-1.028435714086879,-1.15324584491607,0.80964160434798,-0.979877930455837,-0.6066718247719374,-1.083846691022659,-1.045031443906734,0.441625665505234,0.3465327416137791,Middle-Zone
1168,0.8118799333936061,-0.8472099309578967,-1.35437853854341,-0.7225665228628896,-0.2905463930838397,-0.532128869829995,1.516603584124412,-1.054587746400662,-0.827958315366354,-0.7177998388968898,-1.620100022330361,0.6996688766223957,-0.4135995009733322,-0.5631075610254792,1.585723923771037,-0.1667687915818276,-0.4121819945616468,-0.541933966535646,0.4535575120159795,1.739943801723953,-0.5665253683572221,0.2904072467378671,-0.9479381031461978,1.28929124653946,-0.8516611528909952,0.5162436220681951,2.970646336420382,-0.3950393108197336,-1.315599632696763,-1.387265931549461,-0.9733886070124887,-1.067105557338547,-0.6953470283620529,-0.1856926354139297,-1.12576210154896,-1.180365201532903,0.9422888019764153,-0.9551336568828772,-0.7162579147274777,-1.107560391887002,-1.049780481149725,0.4016624718839067,0.3914783871926871,Middle-Zone
1169,0.9643870898491578,-0.8484012174638559,-1.39522774195291,-0.7753867679159427,-0.2881455354851578,-0.5656536716260862,1.482104066921725,-1.099342225249148,-0.8428939176784693,-0.6458513143568398,-1.600443812342985,0.6812104554059412,-0.3859760214006167,-0.5200422031942102,1.621828902218658,-0.1816087737307085,-0.5540758084014622,-0.5799965844217572,0.4438874149619206,1.714556967879005,-0.5928909086400909,0.3772855616524038,-0.9575106674811894,1.250453158353347,-0.8506164949458935,0.6357784871917059,2.879947278872451,-0.3547123095607037,-1.303948036631938,-1.377073589329708,-1.02014088896733,-0.9846779960272276,-0.6094083314257364,-0.1766038137680836,-1.200209211844943,-1.171484948438994,1.021883302914359,-0.9313742437380883,-0.8127389834267689,-1.074816259622024,-1.044743931755635,0.3751890083834464,0.3899979660784105,Middle-Zone
1170,1.033412233022653,-0.83465293690201,-1.434309701022642,-0.787930252210229,-0.2792108335114287,-0.5867829190311262,1.446367794602035,-1.117263647895621,-0.8367739270141197,-0.5684058209732109,-1.579679477935219,0.6444554402892757,-0.2844122418909493,-0.4337028969169989,1.647760027486708,-0.1819376433611608,-0.7066182581280253,-0.6012529950682923,0.4417057712918842,1.710880995998179,-0.6318226763603337,0.4434840150654098,-0.9775218739757892,1.207097014958409,-0.8225199455876067,0.683003642778797,2.78399600502258,-0.3089968122771814,-1.234808130466867,-1.380444241674736,-1.080646472693915,-0.8984892744239216,-0.6171369632566159,-0.1827837531519979,-1.225571211734513,-1.13357101975775,1.041346494745033,-0.9076038444360045,-0.8849227369383111,-1.011706903507388,-1.040453201569298,0.3395409115519804,0.3477304502564834,Middle-Zone
1171,1.036353581048601,-0.8108894192105627,-1.467778992345843,-0.754602920220903,-0.2668849877932497,-0.5888591403233583,1.408054284423313,-1.11133153570694,-0.816203141802359,-0.5018756447837153,-1.572090924897876,0.5963339183063304,-0.1536049284330456,-0.3279411603617148,1.652079815404319,-0.166318285882045,-0.8459730876152632,-0.6053743150756064,0.4440046667590866,1.724047348110095,-0.669760997173637,0.4713524367143114,-1.003622460766231,1.166300988881602,-0.7657605879691536,0.6640616836206908,2.703454648815702,-0.2693985518497048,-1.107176021045713,-1.396765636958491,-1.149438960271621,-0.8232605693915276,-0.6836948593072617,-0.1746377690501255,-1.186806491114199,-1.083754388209688,1.014164302619139,-0.8829384352080752,-0.9300151843054356,-0.9509577927780586,-1.040878374410852,0.2895293038551804,0.2999358658715444,Middle-Zone
1172,1.007372222235874,-0.7894028544956645,-1.484440947944264,-0.6820073861451972,-0.2552337473826278,-0.576954384385363,1.364809942553031,-1.102937074945789,-0.7892496647420701,-0.4580848927382867,-1.568485269427472,0.5455529782688646,-0.05839880071175612,-0.2271014001013768,1.631750945601004,-0.1388051965937329,-0.9419069709225034,-0.5930477877354193,0.4433857831811481,1.740635953548668,-0.6910973237760433,0.451815794632515,-1.023195417286831,1.132963817821079,-0.6952457482554237,0.6012969066268835,2.654968846788452,-0.244232968899924,-0.9303756041389271,-1.410399897789086,-1.215723079283844,-0.78418567311455,-0.7674967891601966,-0.1294564105166072,-1.082343674596541,-1.039464488728372,0.9648265336560504,-0.8611069905300852,-0.9511385865741628,-0.9083697558398773,-1.037459442219875,0.2433652464780303,0.2894352978725293,Closed-arm
1173,0.9717884248737011,-0.780650540405636,-1.468371685924514,-0.5881654539263306,-0.2487402796327545,-0.5652822658099311,1.321455196317155,-1.108884811934983,-0.7666568469383651,-0.4379521774822024,-1.551133905346587,0.5004980720876074,-0.04852688141337902,-0.1411588512777023,1.588733163432981,-0.1054917266140039,-0.9626635999095564,-0.5674731070386777,0.4274195034113162,1.750458017608172,-0.6826121628930432,0.3908023765637554,-1.022946216481087,1.109615194428824,-0.634577801162006,0.5215558494167738,2.64500200588953,-0.2410350302400323,-0.7344795441294928,-1.417570841975761,-1.26214095706859,-0.7896408386747955,-0.8397867421381116,-0.05230364705798998,-0.9305442093378372,-1.003966765960576,0.9173824499226949,-0.8481617328666161,-0.9573746048752821,-0.8752591983436894,-1.011874098802393,0.2267360581593186,0.3382151442363399,Closed-arm
1174,0.9340676113594655,-0.7875158841984083,-1.41546231537516,-0.4991375250085095,-0.25113977219675,-0.5642257800096835,1.29471991593195,-1.128433417272185,-0.758415720806991,-0.4328201894674689,-1.511375192537814,0.46924490107449,-0.1308209266942304,-0.06042458526732171,1.528035576433032,-0.07107410705795086,-0.8959084071737096,-0.5354612107166035,0.3877169138800552,1.750123680595944,-0.6418421326491547,0.3083594056669507,-0.9966911195503328,1.096299989863446,-0.599828374926011,0.4452841089472103,2.662419987546289,-0.2626311530293599,-0.5698676074185998,-1.439769214933595,-1.272223724367153,-0.8166166503853984,-0.8868779534685002,0.02164980644026425,-0.7699205455334854,-0.9628305635512997,0.8861432970267316,-0.8479194447816226,-0.9545832124145166,-0.8329863519502768,-0.9479168726922124,0.2475049314948871,0.4299095597368441,Closed-arm
1175,0.8889276289070391,-0.804114406523331,-1.348396865146997,-0.4425357528383899,-0.2643275633723383,-0.5721021522070887,1.308988775984949,-1.15457066293819,-0.7687997377904396,-0.4325690927864683,-1.45474433564568,0.4590643894695365,-0.2684746495111766,0.02930752383469535,1.460033125482078,-0.03912063163110294,-0.7685802166227728,-0.5047874350471933,0.3299190182627274,1.741468536275755,-0.5827173881613732,0.2284941830550478,-0.9467213835323179,1.09045256964908,-0.589275657338222,0.3786811187625084,2.680395590752672,-0.3027562161132176,-0.4816038064726628,-1.500355783491576,-1.241768406574983,-0.8284890875886263,-0.9024044716690266,0.05260900838756068,-0.6449981443430359,-0.8963376181322962,0.8720782481323944,-0.861523700507901,-0.9336427628983186,-0.7715245838095671,-0.8505804418564906,0.2852215140400254,0.5182501654689351,Closed-arm
1176,0.836584974320605,-0.8220582214301886,-1.308039817853506,-0.4373017639578323,-0.2876163047584669,-0.5789508571941366,1.384269469803921,-1.1903797647018,-0.7951275906788088,-0.4313092705290792,-1.396267740334506,0.4723134337543924,-0.4020294302091303,0.1280397608520503,1.400235041868333,-0.01364862810003836,-0.6382662512105393,-0.4807198516783781,0.2717044763922133,1.731688620514635,-0.5287710694135428,0.1689966719578178,-0.8822275152622221,1.086463306316944,-0.5902378550844026,0.3157597842595509,2.669030386951716,-0.3489799686238425,-0.480958430474832,-1.592089999019103,-1.183205858406406,-0.8087115748521995,-0.8855825217216688,0.0256791187039372,-0.5880451542484304,-0.7946776674372531,0.8680405366505773,-0.8889202734601912,-0.8763183958071984,-0.6923985611440706,-0.7536622093039672,0.3058192037961922,0.5580836752931957,Closed-arm
1177,0.7843376504252316,-0.8404320930331981,-1.323521009003403,-0.4843486720583899,-0.3171311447239453,-0.5757034402252141,1.523114387028146,-1.247485330986914,-0.8299777277148079,-0.4261974957307148,-1.353546643702603,0.5036704499897295,-0.4756903051069684,0.2205129802675249,1.3636010350755,0.0002351884675838935,-0.5547290619999975,-0.466757102641291,0.2313683239724869,1.731589727400875,-0.4970493440577601,0.1395451250646911,-0.8184639722794107,1.075623290662752,-0.5953680096689525,0.2483332977492371,2.608630436535051,-0.3897322821221873,-0.5451509407570893,-1.676406775494143,-1.119859557329753,-0.7739962880886697,-0.8472285135747247,-0.04421245522789924,-0.607193630242201,-0.6626919163249392,0.8675119883268335,-0.9278017644422032,-0.778488293526267,-0.6019129395163424,-0.6981314323026618,0.2881065582871033,0.5344710855662286,Closed-arm
1178,0.7396998131540015,-0.8639814947273189,-1.389005725630095,-0.565357993564398,-0.3451669674823294,-0.559810395388762,1.704420880327864,-1.32937826206369,-0.8633671285558653,-0.4143056591538813,-1.338728538127663,0.5438497530636802,-0.4608550017841915,0.2864697930629556,1.35877657773504,-0.003092958854170779,-0.5272594617295635,-0.4670980380129848,0.2197634225027543,1.747912296867999,-0.4883095437036583,0.1427619944227362,-0.7730833646439278,1.0489044026752,-0.6091443253927044,0.1705183595879654,2.496777029154968,-0.4179050540043131,-0.6436011052613975,-1.714274408490982,-1.07455612270035,-0.7546568913927593,-0.8115237614230906,-0.1297941948272596,-0.6829266201367361,-0.5164344437104662,0.8673689050087627,-0.9707739463009772,-0.6630323721503799,-0.5121759715340631,-0.6973168914495459,0.2374377370154853,0.4684066086729756,Closed-arm
1179,0.7067604201085054,-0.8865120407923129,-1.467759105318134,-0.6509096956275856,-0.3615678939379245,-0.5345070308171246,1.889705875633434,-1.419095458866562,-0.8846126530856034,-0.3927168374829738,-1.350470398972355,0.5853709165473658,-0.3707322205744634,0.3077331243012031,1.386155087486061,-0.02787118331813629,-0.5287091105283538,-0.4844801723987806,0.2395295496637979,1.776699208532334,-0.4918427777300082,0.1732385688686544,-0.7571596676357479,1.002279529363139,-0.6399588059344007,0.07583580602194848,2.34934532759587,-0.4312704608427746,-0.7624983338043502,-1.695717180124807,-1.06029343182869,-0.7665028800062843,-0.805572888443584,-0.2095227012469738,-0.778221275854654,-0.3794954431834167,0.863624113795698,-1.005864667781828,-0.5639731976675669,-0.4449043810256453,-0.7253306156450259,0.176226600765281,0.3986697697035132,Closed-arm
1180,0.6860115197202525,-0.879961646027648,-1.515793131758105,-0.713355260996258,-0.3592158458705285,-0.5049374850810576,2.039749713872234,-1.482533693824862,-0.885463627244112,-0.3609159958560894,-1.371994607255388,0.6228549159683618,-0.2540394789900244,0.2728175846060958,1.438712716711003,-0.07438871945622334,-0.5283039441757879,-0.5144302321813367,0.2857947730373371,1.806080335195127,-0.4969629704935811,0.2197387813781246,-0.7684332175516008,0.9395286258576483,-0.6908275630748177,-0.03961656446708359,2.195711575237973,-0.4345080477825907,-0.9056193670366606,-1.642252350717759,-1.078733822530923,-0.8010127896881654,-0.8429274313217247,-0.2762187565051028,-0.8600805638523566,-0.2777245111095728,0.8473724570123001,-1.02274436372093,-0.5014184769619308,-0.4229508707836626,-0.7418288495427735,0.1257351653782788,0.3561817459177218,Closed-arm
1181,0.6725464748101871,-0.8066833431569729,-1.502371790807118,-0.738442274718791,-0.3402914512452353,-0.4758461789173625,2.130395307235061,-1.480475557205646,-0.8635331476043631,-0.3220735811192678,-1.378282714047621,0.6487491682564671,-0.1663396920231821,0.1856234210192048,1.507437229530067,-0.1373738580302586,-0.5206091793476941,-0.5439311796608479,0.3459489120258288,1.824440459845788,-0.5014101612310444,0.2711987143712217,-0.795465611547616,0.8693089787053808,-0.7574469868403352,-0.166123196649885,2.067456587605699,-0.4392359550607736,-1.075357133432066,-1.586093769755286,-1.12363473676413,-0.8375258058857044,-0.91589516673759,-0.3377299682946949,-0.9128318979564233,-0.2293590614048244,0.8073386608917347,-1.019115427265173,-0.4747447853308819,-0.455837588378994,-0.7280972793198017,0.09564005598746411,0.3487645565851234,Closed-arm
1182,0.6553624493163569,-0.646780618621661,-1.415750444260484,-0.7292304751581948,-0.3165908108251175,-0.4515952818155529,2.158058599076196,-1.382993369262218,-0.8231742029769141,-0.2816240490621102,-1.34795475784798,0.6525465253834019,-0.1395531174215514,0.07142257684684403,1.589855024676438,-0.2067108150422551,-0.5265274505268782,-0.5581428790660177,0.402266777034526,1.824582325895869,-0.5112683099868478,0.3196512394908448,-0.8285872532426605,0.8004631117511112,-0.8312170377601933,-0.2784725008489494,1.98411185861307,-0.4552934944365313,-1.254884251738689,-1.551163343199683,-1.181857134243566,-0.8622623178966725,-1.003778443985866,-0.4084098112939566,-0.9344887795874447,-0.2386337521876531,0.7376544394373142,-1.001007042281536,-0.4742913896212491,-0.5367845619152751,-0.7025801950785674,0.08254846723197645,0.3633009086736909,Closed-arm
1183,0.6222226414031067,-0.4151919162050716,-1.260725816652754,-0.6994548556693629,-0.3016915827685462,-0.4354403175347088,2.135850308168048,-1.188779612196479,-0.772536574766967,-0.245214914070441,-1.274133459198072,0.6275287074506872,-0.1701728726735602,-0.02928093204682503,1.689908183877376,-0.270264807934015,-0.5720251398248741,-0.5495534981229058,0.4382625605971217,1.803237291462258,-0.5319014313856563,0.3591312847355886,-0.8659460575728527,0.7409165053292655,-0.9034183865384772,-0.3501789131203742,1.944865643299008,-0.4809305548678229,-1.409338380607497,-1.551085976172057,-1.233844028983241,-0.8771879478970495,-1.089223512334376,-0.494893370445048,-0.9331717270361656,-0.2987043475431355,0.643505336511856,-0.9771594429688368,-0.4935086280050741,-0.6485592244706861,-0.706744574663474,0.07172114941577329,0.378765152758703,Closed-arm
1184,0.5666332750467664,-0.153965302507239,-1.055273295142218,-0.6623981706348527,-0.3018244643484515,-0.4272386808063579,2.085716331224434,-0.9378586315678143,-0.7197372167040632,-0.2190925736772878,-1.168804348017178,0.5784565649288235,-0.2277426421124639,-0.07470456345462302,1.805592405211871,-0.317782507167698,-0.664953344181941,-0.5220207371681974,0.4448912814643729,1.760209377918647,-0.5582649067508142,0.3854935090962807,-0.9093743271588537,0.6981203983930659,-0.9683320072030998,-0.3686556911470108,1.93233572464258,-0.5066205811485931,-1.50602933056966,-1.594489775245668,-1.261152396283551,-0.8931543966617427,-1.167391909064203,-0.5895522272063214,-0.9275818964969093,-0.3957280481475357,0.5392600679429953,-0.9538083090221998,-0.529027024619122,-0.7634014919505414,-0.7709504888806188,0.04331758458659535,0.3777689526990634,Closed-arm
1185,0.4912764750299598,0.09186806775875414,-0.8270881302486126,-0.6254637004402723,-0.3141469467157732,-0.4238187705215979,2.029790418203521,-0.6974537875077574,-0.6720878403269668,-0.2115802716419295,-1.054397405719375,0.5203816675362444,-0.2751804579776294,-0.03916521014767282,1.919553288773566,-0.3448038955831642,-0.7864448099370414,-0.4883782677870047,0.4224669577238483,1.699619473085439,-0.5742804641926252,0.3973653929688867,-0.9555387075779719,0.675936313943696,-1.022490321100283,-0.3377401023708292,1.924663764936658,-0.5271951894999323,-1.531672509834594,-1.682472226853485,-1.254421382380442,-0.9150946987309689,-1.241426604880998,-0.6778687989545417,-0.933504866263975,-0.5079107716232883,0.4406859597534823,-0.9349559259183433,-0.5717752917988649,-0.8443723091624082,-0.8842504446992622,-0.01462127774899692,0.3506262729638884,Closed-arm
